,lookback_window,minimum_occurrence,minimum_length,alpha,size,strategy,win_rate,sharpe,mdd
244,20,100,1,0.2,continuous,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
245,20,100,1,0.2,continuous,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
246,20,100,1,0.2,continuous,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
247,20,100,1,0.2,continuous,Strategy,0.5098522167487685,0.07154390156599262,0.36172301504831106
248,20,100,1,0.2,trinary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
249,20,100,1,0.2,trinary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
250,20,100,1,0.2,trinary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
251,20,100,1,0.2,trinary,Strategy,0.046798029556650245,-0.000305656747651675,0.3593172139580836
252,20,100,3,0.05,binary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
253,20,100,3,0.05,binary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
254,20,100,3,0.05,binary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
255,20,100,3,0.05,binary,Strategy,0.4975369458128079,-1.293852856806595,0.9958834283701057
256,20,100,3,0.05,continuous,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
257,20,100,3,0.05,continuous,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
258,20,100,3,0.05,continuous,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
259,20,100,3,0.05,continuous,Strategy,0.4876847290640394,-1.6284460314833296,0.3090553290805649
260,20,100,3,0.05,trinary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
261,20,100,3,0.05,trinary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
262,20,100,3,0.05,trinary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
263,20,100,3,0.05,trinary,Strategy,0.0,-1.7677797310187455,0.2353145389123925
264,20,100,3,0.1,binary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
265,20,100,3,0.1,binary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
266,20,100,3,0.1,binary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
267,20,100,3,0.1,binary,Strategy,0.43596059113300495,-1.5916026159552976,0.9975153721328902
268,20,100,3,0.1,continuous,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
269,20,100,3,0.1,continuous,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
270,20,100,3,0.1,continuous,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
271,20,100,3,0.1,continuous,Strategy,0.43596059113300495,-0.8520207082911639,0.4084835206797668
272,20,100,3,0.1,trinary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
273,20,100,3,0.1,trinary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
274,20,100,3,0.1,trinary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
275,20,100,3,0.1,trinary,Strategy,0.017241379310344827,-2.0098741023160787,0.6356871346826252
276,20,100,3,0.2,binary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
277,20,100,3,0.2,binary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
278,20,100,3,0.2,binary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
279,20,100,3,0.2,binary,Strategy,0.5073891625615764,-0.3643718263595089,0.9731095924386995
280,20,100,3,0.2,continuous,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
281,20,100,3,0.2,continuous,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
282,20,100,3,0.2,continuous,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
283,20,100,3,0.2,continuous,Strategy,0.5049261083743842,0.1389037026635231,0.3801825416194863
284,20,100,3,0.2,trinary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
285,20,100,3,0.2,trinary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
286,20,100,3,0.2,trinary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
287,20,100,3,0.2,trinary,Strategy,0.05172413793103448,0.2511760229797312,0.35931721395808347
288,20,100,5,0.05,binary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
289,20,100,5,0.05,binary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
290,20,100,5,0.05,binary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
291,20,100,5,0.05,binary,Strategy,0.5147783251231527,-0.19862260832179018,0.9673620637101159
292,20,100,5,0.05,continuous,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
293,20,100,5,0.05,continuous,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
294,20,100,5,0.05,continuous,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
295,20,100,5,0.05,continuous,Strategy,0.5024630541871922,-1.6935799722150742,0.29697283706811795
296,20,100,5,0.05,trinary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
297,20,100,5,0.05,trinary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
298,20,100,5,0.05,trinary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
299,20,100,5,0.05,trinary,Strategy,0.0,-2.0047810263034616,0.29790009654365734
300,20,100,5,0.1,binary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
301,20,100,5,0.1,binary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
302,20,100,5,0.1,binary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
303,20,100,5,0.1,binary,Strategy,0.46798029556650245,-0.2828201402974787,0.965813271964805
304,20,100,5,0.1,continuous,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
305,20,100,5,0.1,continuous,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
306,20,100,5,0.1,continuous,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
307,20,100,5,0.1,continuous,Strategy,0.46798029556650245,-1.3065628199782964,0.4937768469144006
308,20,100,5,0.1,trinary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
309,20,100,5,0.1,trinary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
310,20,100,5,0.1,trinary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
311,20,100,5,0.1,trinary,Strategy,0.017241379310344827,0.07809822889079406,0.5029667296666379
312,20,100,5,0.2,binary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
313,20,100,5,0.2,binary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
314,20,100,5,0.2,binary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
315,20,100,5,0.2,binary,Strategy,0.49261083743842365,-1.007156544179616,0.9893270286681896
316,20,100,5,0.2,continuous,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
317,20,100,5,0.2,continuous,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
318,20,100,5,0.2,continuous,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
319,20,100,5,0.2,continuous,Strategy,0.49261083743842365,-0.13023305777873362,0.4087538545156909
320,20,100,5,0.2,trinary,Buy & Hold,0.5270935960591133,-0.44173780813578023,0.8316633607425912
321,20,100,5,0.2,trinary,Momentum,0.4236453201970443,-1.6869624586506915,0.9984606765107172
322,20,100,5,0.2,trinary,Mom. Rev.,0.5763546798029556,1.6869624586506915,0.7818472111793797
323,20,100,5,0.2,trinary,Strategy,0.06157635467980296,-0.34764224703115854,0.5854438773676774
324,60,10,1,0.05,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
325,60,10,1,0.05,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
326,60,10,1,0.05,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
327,60,10,1,0.05,binary,Strategy,0.47341772151898737,-0.49145772408100064,0.9900739956749265
328,60,10,1,0.05,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
329,60,10,1,0.05,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
330,60,10,1,0.05,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
331,60,10,1,0.05,continuous,Strategy,0.46329113924050636,-0.2812411671715996,0.5608727316487174
332,60,10,1,0.05,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
333,60,10,1,0.05,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
334,60,10,1,0.05,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
335,60,10,1,0.05,trinary,Strategy,0.14430379746835442,-0.5062019214310082,0.7841908309691148
336,60,10,1,0.1,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
337,60,10,1,0.1,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
338,60,10,1,0.1,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
339,60,10,1,0.1,binary,Strategy,0.5012658227848101,0.8500453376236706,0.8372498528903852
340,60,10,1,0.1,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
341,60,10,1,0.1,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
342,60,10,1,0.1,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
343,60,10,1,0.1,continuous,Strategy,0.49873417721518987,0.27064287785257657,0.4096133390597849
344,60,10,1,0.1,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
345,60,10,1,0.1,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
346,60,10,1,0.1,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
347,60,10,1,0.1,trinary,Strategy,0.15443037974683543,-0.5000710947569267,0.8499654551871695
348,60,10,1,0.2,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
349,60,10,1,0.2,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
350,60,10,1,0.2,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
351,60,10,1,0.2,binary,Strategy,0.4962025316455696,-1.1264255262918723,0.9938918950382906
352,60,10,1,0.2,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
353,60,10,1,0.2,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
354,60,10,1,0.2,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
355,60,10,1,0.2,continuous,Strategy,0.4962025316455696,-0.18911171743586164,0.4995962564448617
356,60,10,1,0.2,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
357,60,10,1,0.2,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
358,60,10,1,0.2,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
359,60,10,1,0.2,trinary,Strategy,0.10886075949367088,0.5439175988598912,0.7885263515301056
360,60,10,3,0.05,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
361,60,10,3,0.05,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
362,60,10,3,0.05,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
363,60,10,3,0.05,binary,Strategy,0.4936708860759494,-0.36205496887475314,0.989984375307737
364,60,10,3,0.05,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
365,60,10,3,0.05,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
366,60,10,3,0.05,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
367,60,10,3,0.05,continuous,Strategy,0.4835443037974684,-0.19347060704022798,0.5745559626475623
368,60,10,3,0.05,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
369,60,10,3,0.05,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
370,60,10,3,0.05,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
371,60,10,3,0.05,trinary,Strategy,0.1518987341772152,-0.18723777173040598,0.6947805904846636
372,60,10,3,0.1,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
373,60,10,3,0.1,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
374,60,10,3,0.1,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
375,60,10,3,0.1,binary,Strategy,0.5012658227848101,0.9149152814201224,0.798449998745073
376,60,10,3,0.1,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
377,60,10,3,0.1,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
378,60,10,3,0.1,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
379,60,10,3,0.1,continuous,Strategy,0.4962025316455696,0.2891840813997066,0.4607815906568844
380,60,10,3,0.1,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
381,60,10,3,0.1,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
382,60,10,3,0.1,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
383,60,10,3,0.1,trinary,Strategy,0.17468354430379746,0.041425764432910524,0.7580346311620443
384,60,10,3,0.2,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
385,60,10,3,0.2,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
386,60,10,3,0.2,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
387,60,10,3,0.2,binary,Strategy,0.5063291139240507,-0.9824905327046679,0.9908860089849535
388,60,10,3,0.2,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
389,60,10,3,0.2,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
390,60,10,3,0.2,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
391,60,10,3,0.2,continuous,Strategy,0.5063291139240507,-0.052745996423515414,0.5071409380083118
392,60,10,3,0.2,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
393,60,10,3,0.2,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
394,60,10,3,0.2,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
395,60,10,3,0.2,trinary,Strategy,0.10632911392405063,0.6228183201514983,0.7560715873419674
396,60,10,5,0.05,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
397,60,10,5,0.05,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
398,60,10,5,0.05,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
399,60,10,5,0.05,binary,Strategy,0.5088607594936709,0.3063097789037263,0.9410853985105424
400,60,10,5,0.05,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
401,60,10,5,0.05,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
402,60,10,5,0.05,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
403,60,10,5,0.05,continuous,Strategy,0.4936708860759494,0.17711932176654707,0.5965377879915938
404,60,10,5,0.05,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
405,60,10,5,0.05,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
406,60,10,5,0.05,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
407,60,10,5,0.05,trinary,Strategy,0.18734177215189873,0.7290752625182865,0.6931240403891666
408,60,10,5,0.1,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
409,60,10,5,0.1,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
410,60,10,5,0.1,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
411,60,10,5,0.1,binary,Strategy,0.4936708860759494,0.77068384462189,0.8534264562277949
412,60,10,5,0.1,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
413,60,10,5,0.1,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
414,60,10,5,0.1,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
415,60,10,5,0.1,continuous,Strategy,0.48860759493670886,0.12978319617483716,0.5110876449698681
416,60,10,5,0.1,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
417,60,10,5,0.1,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
418,60,10,5,0.1,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
419,60,10,5,0.1,trinary,Strategy,0.19746835443037974,-0.23096227259661575,0.8907607260013253
420,60,10,5,0.2,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
421,60,10,5,0.2,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
422,60,10,5,0.2,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
423,60,10,5,0.2,binary,Strategy,0.5189873417721519,-0.5098303289347047,0.9874497812264098
424,60,10,5,0.2,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
425,60,10,5,0.2,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
426,60,10,5,0.2,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
427,60,10,5,0.2,continuous,Strategy,0.5189873417721519,0.16663674449192725,0.524744628920217
428,60,10,5,0.2,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
429,60,10,5,0.2,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
430,60,10,5,0.2,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
431,60,10,5,0.2,trinary,Strategy,0.13164556962025317,0.5134535996134746,0.7318649705443541
432,60,50,1,0.05,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
433,60,50,1,0.05,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
434,60,50,1,0.05,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
435,60,50,1,0.05,binary,Strategy,0.569620253164557,2.9378211480493985,0.654068633857125
436,60,50,1,0.05,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
437,60,50,1,0.05,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
438,60,50,1,0.05,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
439,60,50,1,0.05,continuous,Strategy,0.5645569620253165,2.734943906067394,0.16465597784513308
440,60,50,1,0.05,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
441,60,50,1,0.05,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
442,60,50,1,0.05,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
443,60,50,1,0.05,trinary,Strategy,0.09873417721518987,0.3588977466347555,0.3435662935475562
444,60,50,1,0.1,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
445,60,50,1,0.1,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
446,60,50,1,0.1,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
447,60,50,1,0.1,binary,Strategy,0.5392405063291139,0.791722046021996,0.9313291626940975
448,60,50,1,0.1,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
449,60,50,1,0.1,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
450,60,50,1,0.1,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
451,60,50,1,0.1,continuous,Strategy,0.5392405063291139,1.9166499272469657,0.2835295401759448
452,60,50,1,0.1,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
453,60,50,1,0.1,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
454,60,50,1,0.1,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
455,60,50,1,0.1,trinary,Strategy,0.14430379746835442,1.0420800917340496,0.6831906101491065
456,60,50,1,0.2,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
457,60,50,1,0.2,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
458,60,50,1,0.2,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
459,60,50,1,0.2,binary,Strategy,0.5392405063291139,1.4436369726722664,0.7763016694487505
460,60,50,1,0.2,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
461,60,50,1,0.2,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
462,60,50,1,0.2,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
463,60,50,1,0.2,continuous,Strategy,0.5392405063291139,1.1239168820972814,0.2997417267334589
464,60,50,1,0.2,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
465,60,50,1,0.2,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
466,60,50,1,0.2,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
467,60,50,1,0.2,trinary,Strategy,0.1468354430379747,0.1974670248257237,0.7924533121801662
468,60,50,3,0.05,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
469,60,50,3,0.05,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
470,60,50,3,0.05,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
471,60,50,3,0.05,binary,Strategy,0.5721518987341773,3.1732217628153805,0.6540686338571249
472,60,50,3,0.05,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
473,60,50,3,0.05,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
474,60,50,3,0.05,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
475,60,50,3,0.05,continuous,Strategy,0.5670886075949367,2.58949067967823,0.17639129075359816
476,60,50,3,0.05,trinary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
477,60,50,3,0.05,trinary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
478,60,50,3,0.05,trinary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
479,60,50,3,0.05,trinary,Strategy,0.09367088607594937,0.15056838646186,0.41957778239639076
480,60,50,3,0.1,binary,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
481,60,50,3,0.1,binary,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
482,60,50,3,0.1,binary,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
483,60,50,3,0.1,binary,Strategy,0.5594936708860759,1.109363423487034,0.8938464267186983
484,60,50,3,0.1,continuous,Buy & Hold,0.5240506329113924,-0.9752051259965775,0.8264188961700726
485,60,50,3,0.1,continuous,Momentum,0.4379746835443038,-0.6053309464281235,0.9709561485627788
486,60,50,3,0.1,continuous,Mom. Rev.,0.5620253164556962,0.6053309464281235,0.9479627526489053
487,60,50,3,0.1,continuous,Strategy,0.5594936708860759,2.191225311687876,0.23503660355868805
